Identifiant station,Nom station,Station en fonctionnement,CapacitÃ© de la station,Nombre bornettes libres,Nombre total vÃ©los disponibles,VÃ©los mÃ©caniques disponibles,VÃ©los Ã©lectriques disponibles,Borne de paiement disponible,Retour vÃ©lib possible,Actualisation de la donnÃ©e,CoordonnÃ©es gÃ©ographiques,Nom communes Ã©quipÃ©es,Code INSEE communes Ã©quipÃ©es,station_velib_plus,geometry,Latitude,Longitude,arrondissement,quartier
18006,Square Louise Michel,OUI,36,33,2,1,1,OUI,OUI,2023-06-05T08:28:05+02:00,"48.884687354509, 2.3441386967897",Paris,,FALSE,,48.884687354509,2.3441386967897,18ème Ardt,Clignancourt
33016,Fort d'Aubervilliers,OUI,22,12,8,4,4,OUI,OUI,2023-06-05T08:30:30+02:00,"48.91502382370325, 2.4035281687974925",Aubervilliers,,FALSE,,48.91502382370325,2.4035281687974925,Banlieue,Banlieue
21401,Mairie de Clamart,OUI,33,31,0,0,0,OUI,OUI,2023-06-05T08:30:02+02:00,"48.800612, 2.262151",Clamart,,FALSE,,48.800612,2.262151,Banlieue,Banlieue
12026,Place Ginette Hamelin,OUI,51,44,5,2,3,OUI,OUI,2023-06-05T08:29:31+02:00,"48.837853, 2.382064",Paris,,FALSE,,48.837853,2.382064,12ème Ardt,Bercy
9027,Douai - Pierre Fontaine,OUI,25,22,0,0,0,OUI,OUI,2023-06-05T08:25:09+02:00,"48.88229101148092, 2.33324121683836",Paris,,FALSE,,48.88229101148092,2.33324121683836,9ème Ardt,Saint-Georges
27005,Gare du Stade,OUI,20,6,14,5,9,OUI,OUI,2023-06-05T08:29:42+02:00,"48.9312676, 2.2603778",Colombes,,FALSE,,48.9312676,2.2603778,Banlieue,Banlieue
17108,BessiÃ¨res - Porte de Clichy,OUI,33,27,6,6,0,OUI,OUI,2023-06-05T08:29:21+02:00,"48.89611762451474, 2.31790903955698",Paris,,FALSE,,48.89611762451474,2.31790903955698,17ème Ardt,Epinettes
13009,Auguste Blanqui - Corvisart,OUI,26,22,3,1,2,OUI,OUI,2023-06-05T08:28:40+02:00,"48.8300989, 2.3502726",Paris,,FALSE,,48.8300989,2.3502726,13ème Ardt,Croulebarbe
16001,Portugais - KlÃ©ber,OUI,26,5,21,4,17,OUI,OUI,2023-06-05T08:30:16+02:00,"48.8712148, 2.2937349",Paris,,FALSE,,48.8712148,2.2937349,16ème Ardt,Chaillot
21314,Chemin de Bretagne,OUI,29,1,25,13,12,OUI,OUI,2023-06-05T08:30:14+02:00,"48.825147, 2.25936",Issy-les-Moulineaux,,FALSE,,48.825147,2.25936,Banlieue,Banlieue
15022,Emile Zola - Fondary,OUI,42,21,15,13,2,OUI,OUI,2023-06-05T08:30:58+02:00,"48.847051143113745, 2.2953405976295476",Paris,,FALSE,,48.847051143113745,2.2953405976295476,15ème Ardt,Grenelle
21501,Pont de Suresnes,OUI,24,24,0,0,0,NON,NON,2018-12-21T15:18:50+01:00,"48.867415092322, 2.2258946679617",Suresnes,,FALSE,,48.867415092322,2.2258946679617,Banlieue,Banlieue
33015,Charles Tillon - CimetiÃ¨re Communal,OUI,30,15,13,3,10,OUI,OUI,2023-06-05T08:30:28+02:00,"48.91844023641836, 2.3935630917549138",Aubervilliers,,FALSE,,48.91844023641836,2.3935630917549138,Banlieue,Banlieue
92006,Place Nelson Mandela,OUI,30,26,3,2,1,OUI,OUI,2023-06-05T08:22:31+02:00,"48.897874318180556, 2.2182820737361912",Nanterre,,FALSE,,48.897874318180556,2.2182820737361912,Banlieue,Banlieue
7017,La Motte-Picquet - La Tour Maubourg,OUI,40,12,28,23,5,OUI,OUI,2023-06-05T08:28:13+02:00,"48.856926701847, 2.3096215831203",Paris,,FALSE,,48.856926701847,2.3096215831203,7ème Ardt,Gros-Caillou
12005,Crozatier - Faubourg Saint-Antoine,OUI,42,29,9,9,0,OUI,OUI,2023-06-05T08:30:51+02:00,"48.850440013405, 2.378901366211",Paris,,FALSE,,48.850440013405,2.378901366211,12ème Ardt,Quinze-Vingts
15311,Quai du PrÃ©sident Roosevelt - Pont Aval,OUI,30,0,30,24,6,OUI,OUI,2023-06-05T08:29:36+02:00,"48.8343883676388, 2.2656820714473724",Paris,,FALSE,,48.8343883676388,2.2656820714473724,15ème Ardt,Javel
9011,Geoffroy - Marie,OUI,20,14,5,4,1,OUI,OUI,2023-06-05T08:27:34+02:00,"48.873781940593325, 2.344513876337893",Paris,,FALSE,,48.873781940593325,2.344513876337893,9ème Ardt,Faubourg-Montmartre
41205,MarÃ©chal Joffre - Verdun,OUI,20,20,0,0,0,OUI,OUI,2023-06-05T08:24:07+02:00,"48.85385, 2.470307",Fontenay-sous-Bois,,FALSE,,48.85385,2.470307,Banlieue,Banlieue
13025,Place de Rungis,OUI,32,29,2,2,0,OUI,OUI,2023-06-05T08:29:37+02:00,"48.82245594764965, 2.347382729482953",Paris,,FALSE,,48.82245594764965,2.347382729482953,13ème Ardt,Maison-Blanche
12018,Saint-MandÃ© - Fabre d'Eglantine,OUI,34,31,3,3,0,OUI,OUI,2023-06-05T08:28:05+02:00,"48.8453579, 2.3965022",Paris,,FALSE,,48.8453579,2.3965022,12ème Ardt,Picpus
10021,MarchÃ© Saint-Quentin,OUI,15,12,1,0,1,OUI,OUI,2023-06-05T08:28:10+02:00,"48.877356057652, 2.3545114456374",Paris,,FALSE,,48.877356057652,2.3545114456374,10ème Ardt,Saint-Vincent-de-Paul
17111,Lemercier - Cardinet,OUI,24,23,0,0,0,OUI,OUI,2023-06-05T08:27:14+02:00,"48.890097168851746, 2.317377626895905",Paris,,FALSE,,48.890097168851746,2.317377626895905,17ème Ardt,Batignolles
5001,Harpe - Saint-Germain,OUI,45,25,19,18,1,OUI,OUI,2023-06-05T08:30:28+02:00,"48.851518815017, 2.3436703160405",Paris,,FALSE,,48.851518815017,2.3436703160405,5ème Ardt,Sorbonne
15011,Cambronne - Villa Croix Nivert,OUI,62,33,27,25,2,OUI,OUI,2023-06-05T08:30:55+02:00,"48.845847561366, 2.3017574474216",Paris,,FALSE,,48.845847561366,2.3017574474216,15ème Ardt,Necker
41211,Louis Xavier de Ricard - Ancienne Mairie,OUI,34,29,3,0,3,OUI,OUI,2023-06-05T08:30:04+02:00,"48.84629899065091, 2.472420372068882",Fontenay-sous-Bois,,FALSE,,48.84629899065091,2.472420372068882,Banlieue,Banlieue
4021,Centre Georges Pompidou,OUI,26,19,7,4,3,OUI,OUI,2023-06-05T08:28:04+02:00,"48.861419, 2.352581",Paris,,FALSE,,48.861419,2.352581,4ème Ardt,Saint-Merri
2108,Vivienne - Montmartre,OUI,39,15,24,13,11,OUI,OUI,2023-06-05T08:26:57+02:00,"48.871347597383, 2.3414588347077",Paris,,FALSE,,48.871347597383,2.3414588347077,2ème Ardt,Vivienne
32601,Porte des Lilas - Faidherbe,OUI,39,35,3,2,1,OUI,OUI,2023-06-05T08:29:51+02:00,"48.87861855668978, 2.4120327830314636",Les Lilas,,FALSE,,48.87861855668978,2.4120327830314636,Banlieue,Banlieue
4019,CloÃ®tre Saint-Merri - Renard,OUI,32,23,7,5,2,OUI,OUI,2023-06-05T08:27:48+02:00,"48.85883544889818, 2.351827919483185",Paris,,FALSE,,48.85883544889818,2.351827919483185,4ème Ardt,Saint-Merri
17123,Mstislav Rostropovitch - Berthier,OUI,18,18,0,0,0,OUI,OUI,2023-06-05T08:24:19+02:00,"48.892120821173975, 2.309234105050564",Paris,,FALSE,,48.892120821173975,2.309234105050564,17ème Ardt,Batignolles
15129,HÃ´pital Necker,OUI,40,8,30,28,2,OUI,OUI,2023-06-05T08:30:56+02:00,"48.846043490118454, 2.313245013356209",Paris,,FALSE,,48.846043490118454,2.313245013356209,15ème Ardt,Necker
6012,Saint-Germain - Ciseaux,OUI,18,14,3,3,0,OUI,OUI,2023-06-05T08:24:27+02:00,"48.853305277595, 2.3344654618827",Paris,,FALSE,,48.853305277595,2.3344654618827,6ème Ardt,Saint-Germain-des-Prés
20015,Bagnolet - Orteaux,OUI,36,32,3,0,3,OUI,OUI,2023-06-05T08:30:49+02:00,"48.85708641027236, 2.3984125256538396",Paris,,FALSE,,48.85708641027236,2.3984125256538396,20ème Ardt,Charonne
18044,Clichy - Douai,OUI,32,30,1,0,1,OUI,OUI,2023-06-05T08:27:03+02:00,"48.88411831886975, 2.3287287354469304",Paris,,FALSE,,48.88411831886975,2.3287287354469304,18ème Ardt,Grandes-Carrières
8027,Mairie du 8Ã¨me,OUI,14,0,14,8,6,OUI,OUI,2023-06-05T08:30:51+02:00,"48.877932, 2.318264",Paris,,FALSE,,48.877932,2.318264,8ème Ardt,Europe
21319,Esplanade du Foncet - Camille Desmoulins,OUI,28,0,28,23,5,OUI,OUI,2023-06-05T08:28:06+02:00,"48.827090233494964, 2.2606857866048813",Issy-les-Moulineaux,,FALSE,,48.827090233494964,2.2606857866048813,Banlieue,Banlieue
15039,AbbÃ© Groult - Convention,OUI,12,12,0,0,0,OUI,OUI,2023-06-05T08:30:19+02:00,"48.83596927866069, 2.302064039509349",Paris,,FALSE,,48.83596927866069,2.302064039509349,15ème Ardt,Saint-Lambert
9102,Londres - Place d'Estienne d'Orves,OUI,25,14,10,7,3,OUI,OUI,2023-06-05T08:28:42+02:00,"48.876693805756986, 2.3305362090468407",Paris,,FALSE,,48.876693805756986,2.3305362090468407,9ème Ardt,Saint-Georges
2112,BibliothÃ¨que Nationale - Richelieu,OUI,17,1,16,12,4,OUI,OUI,2023-06-05T08:30:07+02:00,"48.868288993515, 2.3380893096328",Paris,,FALSE,,48.868288993515,2.3380893096328,2ème Ardt,Vivienne
9006,Dunkerque - Trudaine,OUI,16,15,0,0,0,OUI,OUI,2023-06-05T08:30:58+02:00,"48.88215166773376, 2.3463253676891327",Paris,,FALSE,,48.88215166773376,2.3463253676891327,9ème Ardt,Rochechouart
6022,MarchÃ© Saint-Germain,OUI,21,14,7,5,2,OUI,OUI,2023-06-05T08:27:52+02:00,"48.85165625855281, 2.335500307381153",Paris,,FALSE,,48.85165625855281,2.335500307381153,6ème Ardt,Odéon
18030,Joseph Dijon - Ornano,OUI,37,34,2,1,1,OUI,OUI,2023-06-05T08:28:40+02:00,"48.89374453351521, 2.3476678133010864",Paris,,FALSE,,48.89374453351521,2.3476678133010864,18ème Ardt,Clignancourt
15006,Cherche-Midi - HÃ´pital Necker,OUI,38,31,5,4,1,OUI,OUI,2023-06-05T08:29:38+02:00,"48.84461063309956, 2.317914068698883",Paris,,FALSE,,48.84461063309956,2.317914068698883,15ème Ardt,Necker
5024,Place Monge,OUI,21,19,2,2,0,OUI,OUI,2023-06-05T08:25:42+02:00,"48.842761803051, 2.3524079471827",Paris,,FALSE,,48.842761803051,2.3524079471827,5ème Ardt,Jardin-des-Plantes
21402,Place AimÃ© CÃ©saire,OUI,27,20,7,2,5,OUI,OUI,2023-06-05T08:28:11+02:00,"48.783194713067815, 2.2429127991199493",Clamart,,FALSE,,48.783194713067815,2.2429127991199493,Banlieue,Banlieue
31005,Square Denise Buisson,OUI,45,44,1,1,0,OUI,OUI,2023-06-05T08:22:01+02:00,"48.8562322730982, 2.426436245441437",Montreuil,,FALSE,,48.8562322730982,2.426436245441437,Banlieue,Banlieue
11011,Richard Lenoir - Voltaire,OUI,25,22,2,2,0,OUI,OUI,2023-06-05T08:29:03+02:00,"48.86164273878, 2.3727491497993",Paris,,FALSE,,48.86164273878,2.3727491497993,11ème Ardt,Saint-Ambroise
12038,Picpus - Louis Braille,OUI,44,40,3,2,1,OUI,OUI,2023-06-05T08:30:06+02:00,"48.839988788912, 2.4005256685521",Paris,,FALSE,,48.839988788912,2.4005256685521,12ème Ardt,Bel-Air
41403,Gare RER - Malleret-Joinville,OUI,20,12,7,6,1,OUI,OUI,2023-06-05T08:26:48+02:00,"48.802936, 2.42531",Alfortville,,FALSE,,48.802936,2.42531,Banlieue,Banlieue
13516,GlaciÃ¨re - Soeur Catherine Marie,OUI,40,34,5,3,2,OUI,OUI,2023-06-05T08:29:27+02:00,"48.829522989420596, 2.343570403754711",Paris,,FALSE,,48.829522989420596,2.343570403754711,13ème Ardt,Maison-Blanche
21303,Jean Monnet - Iles,OUI,32,25,7,6,1,OUI,OUI,2023-06-05T08:27:06+02:00,"48.823393984057304, 2.2497073194874866",Issy-les-Moulineaux,,FALSE,,48.823393984057304,2.2497073194874866,Banlieue,Banlieue
12155,Rottembourg - GÃ©nÃ©ral Michel Bizot,OUI,43,18,22,21,1,OUI,OUI,2023-06-05T08:29:47+02:00,"48.83787825992554, 2.4044052511453633",Paris,,FALSE,,48.83787825992554,2.4044052511453633,12ème Ardt,Bel-Air
33014,Parc Eli Lotar,OUI,20,9,9,4,5,OUI,OUI,2023-06-05T08:29:57+02:00,"48.91844993053703, 2.3727085813879967",Aubervilliers,,FALSE,,48.91844993053703,2.3727085813879967,Banlieue,Banlieue
13010,Place d'Italie - Vincent Auriol,OUI,40,28,10,9,1,OUI,OUI,2023-06-05T08:30:48+02:00,"48.831481874467, 2.3567550292319",Paris,,FALSE,,48.831481874467,2.3567550292319,13ème Ardt,Salpêtrière
9007,Condorcet - Turgot,OUI,20,17,2,1,1,OUI,OUI,2023-06-05T08:30:02+02:00,"48.87985155789093, 2.345232367515564",Paris,,FALSE,,48.87985155789093,2.345232367515564,9ème Ardt,Rochechouart
7109,Place Joffre - FrÃ©dÃ©ric le Play,OUI,38,10,26,20,6,OUI,OUI,2023-06-05T08:30:46+02:00,"48.853754486938, 2.3044242337346",Paris,,FALSE,,48.853754486938,2.3044242337346,7ème Ardt,Gros-Caillou
17024,Villiers - Batignolles,OUI,23,19,4,0,4,OUI,OUI,2023-06-05T08:29:28+02:00,"48.88125253846116, 2.31653843075037",Paris,,FALSE,,48.88125253846116,2.31653843075037,8ème Ardt,Europe
12028,Vivaldi - Antoine-Julien HÃ©nard,OUI,27,17,9,7,2,OUI,OUI,2023-06-05T08:30:22+02:00,"48.841923663276546, 2.389728979467376",Paris,,FALSE,,48.841923663276546,2.389728979467376,12ème Ardt,Picpus
15127,Place Charles Michels,OUI,37,28,9,8,1,OUI,OUI,2023-06-05T08:30:40+02:00,"48.846401, 2.28502",Paris,,FALSE,,48.846401,2.28502,15ème Ardt,Javel
9034,Godot de Mauroy - Madeleine,OUI,22,1,21,6,15,OUI,OUI,2023-06-05T08:30:16+02:00,"48.869789, 2.326347",Paris,,FALSE,,48.869789,2.326347,9ème Ardt,Chaussée-d'Antin
15036,Croix Nivert - Square Saint-Lambert,OUI,47,32,13,13,0,OUI,OUI,2023-06-05T08:29:36+02:00,"48.8430515215905, 2.295200452208519",Paris,,FALSE,,48.8430515215905,2.295200452208519,15ème Ardt,Grenelle
12035,Madagascar - Meuniers,OUI,33,33,0,0,0,OUI,OUI,2023-06-05T08:21:38+02:00,"48.83460464474706, 2.3970650508999825",Paris,,FALSE,,48.83460464474706,2.3970650508999825,12ème Ardt,Picpus
41401,Marne - Charles de Gaulle,OUI,27,14,13,11,2,OUI,OUI,2023-06-05T08:26:57+02:00,"48.815071719544434, 2.4121668934822087",Alfortville,,FALSE,,48.815071719544434,2.4121668934822087,Banlieue,Banlieue
5115,Buffon - Jardin des Plantes,OUI,30,23,5,5,0,OUI,OUI,2023-06-05T08:29:50+02:00,"48.842668466104875, 2.3618587106466293",Paris,,FALSE,,48.842668466104875,2.3618587106466293,5ème Ardt,Jardin-des-Plantes
14031,Didot - Place de Moro-Giafferi,OUI,22,20,2,1,1,OUI,OUI,2023-06-05T08:29:09+02:00,"48.8337, 2.3215",Paris,,FALSE,,48.8337,2.3215,14ème Ardt,Plaisance
44011,Lebrun - Colonel Fabien,OUI,27,25,2,0,2,OUI,OUI,2023-06-05T08:22:54+02:00,"48.78266870733145, 2.381317801773548",Vitry-sur-Seine,,FALSE,,48.78266870733145,2.381317801773548,Banlieue,Banlieue
20044,Davout - Volga,OUI,28,23,5,3,2,OUI,OUI,2023-06-05T08:30:44+02:00,"48.852919679957296, 2.410522909779111",Paris,,FALSE,,48.852919679957296,2.410522909779111,20ème Ardt,Charonne
12101,Charenton - Prague,OUI,26,23,2,1,1,OUI,OUI,2023-06-05T08:30:24+02:00,"48.848175129981, 2.3763584494312",Paris,,FALSE,,48.848175129981,2.3763584494312,12ème Ardt,Quinze-Vingts
16019,Porte de la Muette,OUI,36,19,16,6,10,OUI,OUI,2023-06-05T08:28:00+02:00,"48.86302317841182, 2.2687188170157406",Paris,,FALSE,,48.86302317841182,2.2687188170157406,16ème Ardt,Porte-Dauphine
21707,Square Etienne Jarousse,OUI,25,23,1,0,1,OUI,OUI,2023-06-05T08:29:44+02:00,"48.82485182597129, 2.2925933450460434",Vanves,,FALSE,,48.82485182597129,2.2925933450460434,Banlieue,Banlieue
33012,Landy - Heurtault,OUI,30,23,6,2,4,OUI,OUI,2023-06-05T08:26:38+02:00,"48.915096534520316, 2.375951372087002",Aubervilliers,,FALSE,,48.915096534520316,2.375951372087002,Banlieue,Banlieue
8116,Champs-Elysees - Bassano,OUI,25,25,0,0,0,NON,NON,2021-02-21T20:09:18+01:00,"48.87181180781605, 2.3002389818429947",Paris,,FALSE,,48.87181180781605,2.3002389818429947,8ème Ardt,Champs-Elysées
11033,BrÃ©guet - Sabin,OUI,33,23,7,3,4,OUI,OUI,2023-06-05T08:30:11+02:00,"48.856931678257, 2.3706749462105",Paris,,FALSE,,48.856931678257,2.3706749462105,11ème Ardt,Roquette
3102,Bourg l'AbbÃ© - Saint-Martin,OUI,42,37,4,0,4,OUI,OUI,2023-06-05T08:28:09+02:00,"48.86393331949257, 2.352406270802021",Paris,,FALSE,,48.86393331949257,2.352406270802021,3ème Ardt,Sainte-Avoie
41203,Stalingrad - Rigollots,OUI,51,46,1,0,1,OUI,OUI,2023-06-05T08:30:49+02:00,"48.84997403844251, 2.45557576417923",Fontenay-sous-Bois,,FALSE,,48.84997403844251,2.45557576417923,Banlieue,Banlieue
51001,Gare d'Argenteuil,OUI,40,36,4,0,4,OUI,OUI,2023-06-05T08:30:42+02:00,"48.947022436806705, 2.256898172199726",Argenteuil,,FALSE,,48.947022436806705,2.256898172199726,Banlieue,Banlieue
20022,Porte de Bagnolet,OUI,33,30,2,0,2,OUI,OUI,2023-06-05T08:30:40+02:00,"48.864707139122984, 2.408344637349607",Paris,,FALSE,,48.864707139122984,2.408344637349607,20ème Ardt,Saint-Fargeau
21315,Jules Guesdes - GÃ©nÃ©ral de Gaulle,OUI,24,24,0,0,0,OUI,OUI,2023-06-05T08:27:07+02:00,"48.81930581291959, 2.278934195637703",Issy-les-Moulineaux,,FALSE,,48.81930581291959,2.278934195637703,Banlieue,Banlieue
4006,Bourdon - Pont Morland,OUI,52,47,2,0,2,OUI,OUI,2023-06-05T08:28:54+02:00,"48.8478103, 2.3659356",Paris,,FALSE,,48.8478103,2.3659356,4ème Ardt,Arsenal
23102,HÃ´tel de Ville de SÃ¨vres,OUI,32,4,27,15,12,OUI,OUI,2023-06-05T08:30:40+02:00,"48.824363561288756, 2.2131047397851944",SÃ¨vres,,FALSE,,48.824363561288756,2.2131047397851944,Banlieue,Banlieue
14026,Plantes - Moulin Vert,OUI,45,43,1,1,0,OUI,OUI,2023-06-05T08:24:32+02:00,"48.83005755305626, 2.3232302069664006",Paris,,FALSE,,48.83005755305626,2.3232302069664006,14ème Ardt,Plaisance
13052,Leredde - Tolbiac,OUI,44,2,42,34,8,OUI,OUI,2023-06-05T08:30:28+02:00,"48.82887629664, 2.3744382709265",Paris,,FALSE,,48.82887629664,2.3744382709265,13ème Ardt,Gare
16105,Crevaux - Bugeaud,OUI,31,22,7,4,3,OUI,OUI,2023-06-05T08:25:14+02:00,"48.870809428669546, 2.281149007691853",Paris,,FALSE,,48.870809428669546,2.281149007691853,16ème Ardt,Porte-Dauphine
13035,Choisy - Tolbiac,OUI,26,14,1,0,1,OUI,OUI,2023-06-05T08:29:16+02:00,"48.82591155587, 2.3602393269539",Paris,,FALSE,,48.82591155587,2.3602393269539,13ème Ardt,Gare
16012,Flandrin - Longchamp,OUI,42,32,8,3,5,OUI,OUI,2023-06-05T08:30:15+02:00,"48.86877849178477, 2.274354539176829",Paris,,FALSE,,48.86877849178477,2.274354539176829,16ème Ardt,Porte-Dauphine
20105,BenoÃ®t Frachon - RÃ©publique,OUI,30,18,12,10,2,OUI,OUI,2023-06-05T08:28:32+02:00,"48.85230729014318, 2.415605485439301",Paris,,FALSE,,48.85230729014318,2.415605485439301,20ème Ardt,Charonne
16036,Porte Molitor,OUI,60,7,48,36,12,OUI,OUI,2023-06-05T08:30:48+02:00,"48.84524763511433, 2.2569015249609947",Paris,,FALSE,,48.84524763511433,2.2569015249609947,16ème Ardt,Auteuil
33103,Jean JaurÃ¨s - Jules Jacquemin,OUI,24,20,4,0,4,OUI,OUI,2023-06-05T08:30:22+02:00,"48.88433053604843, 2.4082902455152104",Le PrÃ©-Saint-Gervais,,FALSE,,48.88433053604843,2.4082902455152104,Banlieue,Banlieue
42505,Charles FrÃ©rot - Albert Guilpin,OUI,30,4,25,22,3,OUI,OUI,2023-06-05T08:30:08+02:00,"48.8155839183714, 2.3505029082298283",Gentilly,,FALSE,,48.8155839183714,2.3505029082298283,Banlieue,Banlieue
14032,Mairie du 14Ã¨me,OUI,32,27,4,3,1,OUI,OUI,2023-06-05T08:30:26+02:00,"48.83254578123, 2.3254923149943",Paris,,FALSE,,48.83254578123,2.3254923149943,14ème Ardt,Petit-Montrouge
8117,Place de la Madeleine - Royale,OUI,26,0,23,18,5,OUI,OUI,2023-06-05T08:30:27+02:00,"48.869228052648, 2.324421107769",Paris,,FALSE,,48.869228052648,2.324421107769,8ème Ardt,Madeleine
13018,Bruant - Vincent Auriol,OUI,25,0,25,24,1,OUI,OUI,2023-06-05T08:30:37+02:00,"48.834848452929, 2.3668264996271",Paris,,FALSE,,48.834848452929,2.3668264996271,13ème Ardt,Salpêtrière
12015,Place de la Nation - Picpus,OUI,36,35,1,0,1,OUI,OUI,2023-06-05T08:29:10+02:00,"48.846821681548, 2.4001130461693",Paris,,FALSE,,48.846821681548,2.4001130461693,12ème Ardt,Bel-Air
6002,Saint-BenoÃ®t - Jacob,OUI,23,13,10,9,1,OUI,OUI,2023-06-05T08:30:32+02:00,"48.85545136013941, 2.3334722220897675",Paris,,FALSE,,48.85545136013941,2.3334722220897675,6ème Ardt,Saint-Germain-des-Prés
48004,Maxime Gorki - Louis Aragon,OUI,20,17,3,0,3,OUI,OUI,2023-06-05T08:28:22+02:00,"48.78909814728443, 2.368387877941132",Villejuif,,FALSE,,48.78909814728443,2.368387877941132,Banlieue,Banlieue
10019,Paradis - Hauteville,OUI,31,22,9,8,1,OUI,OUI,2023-06-05T08:28:54+02:00,"48.874999954666755, 2.3522757401923404",Paris,,FALSE,,48.874999954666755,2.3522757401923404,10ème Ardt,Porte-Saint-Denis
26004,Gare RER les GrÃ©sillons,OUI,22,9,12,12,0,OUI,OUI,2023-06-05T08:30:06+02:00,"48.919898633572764, 2.31458459136273",AsniÃ¨res-sur-Seine,,FALSE,,48.919898633572764,2.31458459136273,Banlieue,Banlieue
10033,Gare du Nord - Saint-Vincent de Paul,OUI,24,23,0,0,0,OUI,OUI,2023-06-05T08:30:50+02:00,"48.880955741648, 2.3524305148385",Paris,,FALSE,,48.880955741648,2.3524305148385,10ème Ardt,Saint-Vincent-de-Paul
15008,SÃ¨vres - Lecourbe,OUI,62,28,32,29,3,OUI,OUI,2023-06-05T08:30:07+02:00,"48.8447677, 2.3110086",Paris,,FALSE,,48.8447677,2.3110086,15ème Ardt,Necker
18039,Jardins d'Eole,OUI,20,18,0,0,0,OUI,OUI,2023-06-05T08:28:49+02:00,"48.8869703, 2.3668488",Paris,,FALSE,,48.8869703,2.3668488,18ème Ardt,La Chapelle
19110,Square Claude Bernard,OUI,30,20,8,6,2,OUI,OUI,2023-06-05T08:30:16+02:00,"48.89876016219984, 2.375325746834278",Paris,,FALSE,,48.89876016219984,2.375325746834278,19ème Ardt,Pont-de-Flandre
16005,Raymond PoincarÃ© - Place Victor Hugo,OUI,25,22,1,0,1,OUI,OUI,2023-06-05T08:30:00+02:00,"48.870306124369975, 2.285074541420228",Paris,,FALSE,,48.870306124369975,2.285074541420228,16ème Ardt,Porte-Dauphine
11112,Jules VallÃ¨s - Charonne,OUI,23,20,1,1,0,OUI,OUI,2023-06-05T08:27:21+02:00,"48.85428437993525, 2.384767457842827",Paris,,FALSE,,48.85428437993525,2.384767457842827,11ème Ardt,Sainte-Marguerite
17009,Paul Bodin - Clichy,OUI,34,32,0,0,0,OUI,OUI,2023-06-05T08:30:29+02:00,"48.89239614618928, 2.317142598330975",Paris,,FALSE,,48.89239614618928,2.317142598330975,17ème Ardt,Epinettes
18202,Diane Arbus,OUI,38,33,4,2,2,OUI,OUI,2023-06-05T08:30:58+02:00,"48.898800717199, 2.3524022474885",Paris,,FALSE,,48.898800717199,2.3524022474885,18ème Ardt,Clignancourt
14011,Place des Droits de l'Enfant,OUI,24,21,1,0,1,OUI,OUI,2023-06-05T08:29:42+02:00,"48.8274804, 2.3319217",Paris,,FALSE,,48.8274804,2.3319217,14ème Ardt,Petit-Montrouge
45002,Roger Salengro - GÃ©nÃ©ral de Gaulle,OUI,27,3,24,20,4,OUI,OUI,2023-06-05T08:29:42+02:00,"48.820029010376956, 2.4846760556101803",Champigny-sur-Marne,,FALSE,,48.820029010376956,2.4846760556101803,Banlieue,Banlieue
5007,Ecoles - Carmes,OUI,36,23,11,10,1,OUI,OUI,2023-06-05T08:29:50+02:00,"48.848904447989405, 2.3473486304283147",Paris,,FALSE,,48.848904447989405,2.3473486304283147,5ème Ardt,Sorbonne
6010,Chevreuse - Montparnasse,OUI,15,11,3,2,1,OUI,OUI,2023-06-05T08:30:49+02:00,"48.841739161231, 2.3315522167367",Paris,,FALSE,,48.841739161231,2.3315522167367,6ème Ardt,Notre-Dame-des-Champs
12036,Reuilly - Place Felix Eboue,OUI,42,40,1,0,1,OUI,OUI,2023-06-05T08:29:40+02:00,"48.84030274499962, 2.394630398715453",Paris,,FALSE,,48.84030274499962,2.394630398715453,12ème Ardt,Picpus
44014,Camille Risch - Paul Armangot,OUI,25,25,0,0,0,OUI,OUI,2023-06-05T08:30:28+02:00,"48.774703, 2.373685",Vitry-sur-Seine,,FALSE,,48.774703,2.373685,Banlieue,Banlieue
10008,CitÃ© Riverin - ChÃ¢teau d'Eau,OUI,18,15,1,0,1,OUI,OUI,2023-06-05T08:30:13+02:00,"48.870702423554306, 2.358739863900845",Paris,,FALSE,,48.870702423554306,2.358739863900845,10ème Ardt,Porte-Saint-Martin
17019,Phalsbourg - Villiers,OUI,20,17,3,0,3,OUI,OUI,2023-06-05T08:26:39+02:00,"48.88242307900951, 2.3090453445911407",Paris,,FALSE,,48.88242307900951,2.3090453445911407,17ème Ardt,Plaine de Monceaux
10032,Claude Vellefaux - HÃ´pital Saint-Louis,OUI,32,27,4,3,1,OUI,OUI,2023-06-05T08:30:24+02:00,"48.872859139003, 2.3700717069851",Paris,,FALSE,,48.872859139003,2.3700717069851,10ème Ardt,Hôpital-Saint-Louis
16037,Molitor - Michel-Ange,OUI,52,50,2,1,1,OUI,OUI,2023-06-05T08:30:07+02:00,"48.845182081538034, 2.26211277356597",Paris,,FALSE,,48.845182081538034,2.26211277356597,16ème Ardt,Auteuil
18139,Poissonniers - Championnet,OUI,28,17,4,0,4,OUI,OUI,2023-06-05T08:30:45+02:00,"48.89543299733937, 2.3530178144574165",Paris,,FALSE,,48.89543299733937,2.3530178144574165,18ème Ardt,Goutte-d'Or
